연도,지출코드,지출목적,소비자물가지수,소득계층,가구형태,가계지출
2012,4,주택 수도 전기 및 연료,91.499,400~500만원 미만,근로자가구,254713.0
2012,4,주택 수도 전기 및 연료,91.499,500~600만원 미만,근로자가구,266452.0
2012,4,주택 수도 전기 및 연료,91.499,600만원이상 ~ 700미만,근로자가구,309927.0
2012,4,주택 수도 전기 및 연료,91.499,전체,근로자외가구,232940.0
2012,4,주택 수도 전기 및 연료,91.499,100만원 미만,근로자외가구,155898.0
2012,4,주택 수도 전기 및 연료,91.499,100~200만원 미만,근로자외가구,232117.0
2012,4,주택 수도 전기 및 연료,91.499,200~300만원 미만,근로자외가구,236560.0
2012,4,주택 수도 전기 및 연료,91.499,300~400만원 미만,근로자외가구,257168.0
2012,4,주택 수도 전기 및 연료,91.499,400~500만원 미만,근로자외가구,285630.0
2012,4,주택 수도 전기 및 연료,91.499,500~600만원 미만,근로자외가구,283300.0
2012,4,주택 수도 전기 및 연료,91.499,600만원이상 ~ 700미만,근로자외가구,319100.0
2013,4,주택 수도 전기 및 연료,94.735,전체,전체가구,251634.0
2013,4,주택 수도 전기 및 연료,94.735,100만원 미만,전체가구,153754.0
2013,4,주택 수도 전기 및 연료,94.735,100~200만원 미만,전체가구,216145.0
2013,4,주택 수도 전기 및 연료,94.735,200~300만원 미만,전체가구,255856.0
2013,4,주택 수도 전기 및 연료,94.735,300~400만원 미만,전체가구,258771.0
2013,4,주택 수도 전기 및 연료,94.735,400~500만원 미만,전체가구,273245.0
2013,4,주택 수도 전기 및 연료,94.735,500~600만원 미만,전체가구,289759.0
2013,4,주택 수도 전기 및 연료,94.735,600만원이상 ~ 700미만,전체가구,320593.0
2013,4,주택 수도 전기 및 연료,94.735,전체,근로자가구,261005.0
2013,4,주택 수도 전기 및 연료,94.735,100만원 미만,근로자가구,142035.0
2013,4,주택 수도 전기 및 연료,94.735,100~200만원 미만,근로자가구,203490.0
2013,4,주택 수도 전기 및 연료,94.735,200~300만원 미만,근로자가구,246968.0
2013,4,주택 수도 전기 및 연료,94.735,300~400만원 미만,근로자가구,253253.0
2013,4,주택 수도 전기 및 연료,94.735,400~500만원 미만,근로자가구,275376.0
2013,4,주택 수도 전기 및 연료,94.735,500~600만원 미만,근로자가구,288961.0
2013,4,주택 수도 전기 및 연료,94.735,600만원이상 ~ 700미만,근로자가구,318631.0
2013,4,주택 수도 전기 및 연료,94.735,전체,근로자외가구,238394.0
2013,4,주택 수도 전기 및 연료,94.735,100만원 미만,근로자외가구,156383.0
2013,4,주택 수도 전기 및 연료,94.735,100~200만원 미만,근로자외가구,228759.0
2013,4,주택 수도 전기 및 연료,94.735,200~300만원 미만,근로자외가구,270782.0
2013,4,주택 수도 전기 및 연료,94.735,300~400만원 미만,근로자외가구,268416.0
2013,4,주택 수도 전기 및 연료,94.735,400~500만원 미만,근로자외가구,268781.0
2013,4,주택 수도 전기 및 연료,94.735,500~600만원 미만,근로자외가구,292027.0
2013,4,주택 수도 전기 및 연료,94.735,600만원이상 ~ 700미만,근로자외가구,326639.0
2014,4,주택 수도 전기 및 연료,97.451,전체,전체가구,251406.0
2014,4,주택 수도 전기 및 연료,97.451,100만원 미만,전체가구,151215.0
2014,4,주택 수도 전기 및 연료,97.451,100~200만원 미만,전체가구,218191.0
2014,4,주택 수도 전기 및 연료,97.451,200~300만원 미만,전체가구,247751.0
2014,4,주택 수도 전기 및 연료,97.451,300~400만원 미만,전체가구,256314.0
2014,4,주택 수도 전기 및 연료,97.451,400~500만원 미만,전체가구,270929.0
2014,4,주택 수도 전기 및 연료,97.451,500~600만원 미만,전체가구,291527.0
2014,4,주택 수도 전기 및 연료,97.451,600만원이상 ~ 700미만,전체가구,327439.0
2014,4,주택 수도 전기 및 연료,97.451,전체,근로자가구,259145.0
2014,4,주택 수도 전기 및 연료,97.451,100만원 미만,근로자가구,131223.0
2014,4,주택 수도 전기 및 연료,97.451,100~200만원 미만,근로자가구,199661.0
2014,4,주택 수도 전기 및 연료,97.451,200~300만원 미만,근로자가구,247097.0
2014,4,주택 수도 전기 및 연료,97.451,300~400만원 미만,근로자가구,245799.0
2014,4,주택 수도 전기 및 연료,97.451,400~500만원 미만,근로자가구,269313.0
2014,4,주택 수도 전기 및 연료,97.451,500~600만원 미만,근로자가구,276409.0
2014,4,주택 수도 전기 및 연료,97.451,600만원이상 ~ 700미만,근로자가구,326770.0
2014,4,주택 수도 전기 및 연료,97.451,전체,근로자외가구,240447.0
2014,4,주택 수도 전기 및 연료,97.451,100만원 미만,근로자외가구,155802.0
2014,4,주택 수도 전기 및 연료,97.451,100~200만원 미만,근로자외가구,235880.0
2014,4,주택 수도 전기 및 연료,97.451,200~300만원 미만,근로자외가구,248866.0
2014,4,주택 수도 전기 및 연료,97.451,300~400만원 미만,근로자외가구,274438.0
2014,4,주택 수도 전기 및 연료,97.451,400~500만원 미만,근로자외가구,274485.0
2014,4,주택 수도 전기 및 연료,97.451,500~600만원 미만,근로자외가구,333210.0
2014,4,주택 수도 전기 및 연료,97.451,600만원이상 ~ 700미만,근로자외가구,329504.0
2015,4,주택 수도 전기 및 연료,96.827,전체,전체가구,259283.0
2015,4,주택 수도 전기 및 연료,96.827,100만원 미만,전체가구,147422.0
2015,4,주택 수도 전기 및 연료,96.827,100~200만원 미만,전체가구,218342.0
2015,4,주택 수도 전기 및 연료,96.827,200~300만원 미만,전체가구,250526.0
2015,4,주택 수도 전기 및 연료,96.827,300~400만원 미만,전체가구,266667.0
2015,4,주택 수도 전기 및 연료,96.827,400~500만원 미만,전체가구,292137.0
2015,4,주택 수도 전기 및 연료,96.827,500~600만원 미만,전체가구,300428.0
2015,4,주택 수도 전기 및 연료,96.827,600만원이상 ~ 700미만,전체가구,337341.0
2015,4,주택 수도 전기 및 연료,96.827,전체,근로자가구,267554.0
2015,4,주택 수도 전기 및 연료,96.827,100만원 미만,근로자가구,133502.0
2015,4,주택 수도 전기 및 연료,96.827,100~200만원 미만,근로자가구,207700.0
2015,4,주택 수도 전기 및 연료,96.827,200~300만원 미만,근로자가구,232747.0
2015,4,주택 수도 전기 및 연료,96.827,300~400만원 미만,근로자가구,266129.0
2015,4,주택 수도 전기 및 연료,96.827,400~500만원 미만,근로자가구,284728.0
2015,4,주택 수도 전기 및 연료,96.827,500~600만원 미만,근로자가구,288778.0
2015,4,주택 수도 전기 및 연료,96.827,600만원이상 ~ 700미만,근로자가구,337574.0
2015,4,주택 수도 전기 및 연료,96.827,전체,근로자외가구,247517.0
2015,4,주택 수도 전기 및 연료,96.827,100만원 미만,근로자외가구,150921.0
2015,4,주택 수도 전기 및 연료,96.827,100~200만원 미만,근로자외가구,228214.0
2015,4,주택 수도 전기 및 연료,96.827,200~300만원 미만,근로자외가구,277818.0
2015,4,주택 수도 전기 및 연료,96.827,300~400만원 미만,근로자외가구,267669.0
2015,4,주택 수도 전기 및 연료,96.827,400~500만원 미만,근로자외가구,308165.0
2015,4,주택 수도 전기 및 연료,96.827,500~600만원 미만,근로자외가구,330360.0
2015,4,주택 수도 전기 및 연료,96.827,600만원이상 ~ 700미만,근로자외가구,336627.0
2016,4,주택 수도 전기 및 연료,96.038,전체,전체가구,256319.0
2016,4,주택 수도 전기 및 연료,96.038,100만원 미만,전체가구,164532.0
2016,4,주택 수도 전기 및 연료,96.038,100~200만원 미만,전체가구,222028.0
2016,4,주택 수도 전기 및 연료,96.038,200~300만원 미만,전체가구,251773.0
2016,4,주택 수도 전기 및 연료,96.038,300~400만원 미만,전체가구,271875.0
2016,4,주택 수도 전기 및 연료,96.038,400~500만원 미만,전체가구,263497.0
2016,4,주택 수도 전기 및 연료,96.038,500~600만원 미만,전체가구,293847.0
2016,4,주택 수도 전기 및 연료,96.038,600만원이상 ~ 700미만,전체가구,328752.0
2016,4,주택 수도 전기 및 연료,96.038,전체,근로자가구,261705.0
2016,4,주택 수도 전기 및 연료,96.038,100만원 미만,근로자가구,135004.0
2016,4,주택 수도 전기 및 연료,96.038,100~200만원 미만,근로자가구,231209.0
2016,4,주택 수도 전기 및 연료,96.038,200~300만원 미만,근로자가구,232821.0
2016,4,주택 수도 전기 및 연료,96.038,300~400만원 미만,근로자가구,260512.0
2016,4,주택 수도 전기 및 연료,96.038,400~500만원 미만,근로자가구,261185.0
2016,4,주택 수도 전기 및 연료,96.038,500~600만원 미만,근로자가구,261638.0
2016,4,주택 수도 전기 및 연료,96.038,600만원이상 ~ 700미만,근로자가구,326035.0
2016,4,주택 수도 전기 및 연료,96.038,전체,근로자외가구,248996.0
2016,4,주택 수도 전기 및 연료,96.038,100만원 미만,근로자외가구,170896.0
2016,4,주택 수도 전기 및 연료,96.038,100~200만원 미만,근로자외가구,213547.0
2016,4,주택 수도 전기 및 연료,96.038,200~300만원 미만,근로자외가구,278239.0
2016,4,주택 수도 전기 및 연료,96.038,300~400만원 미만,근로자외가구,294059.0
2016,4,주택 수도 전기 및 연료,96.038,400~500만원 미만,근로자외가구,268264.0
2016,4,주택 수도 전기 및 연료,96.038,500~600만원 미만,근로자외가구,363585.0
2016,4,주택 수도 전기 및 연료,96.038,600만원이상 ~ 700미만,근로자외가구,338257.0
2017,4,주택 수도 전기 및 연료,97.666,전체,전체가구,282999.0
2017,4,주택 수도 전기 및 연료,97.666,100만원 미만,전체가구,213604.0
2017,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,전체가구,269906.0
2017,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,전체가구,288271.0
2017,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,전체가구,284921.0
2017,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,전체가구,294712.0
2017,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,전체가구,296511.0
2017,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,전체가구,339912.5
2017,4,주택 수도 전기 및 연료,97.666,전체,근로자가구,296169.0
2017,4,주택 수도 전기 및 연료,97.666,100만원 미만,근로자가구,241273.0
2017,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,근로자가구,274406.0
2017,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,근로자가구,291140.0
2017,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,근로자가구,280034.0
2017,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,근로자가구,286829.0
2017,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,근로자가구,298256.0
2017,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,근로자가구,339487.0
2017,4,주택 수도 전기 및 연료,97.666,전체,근로자외가구,267352.0
2017,4,주택 수도 전기 및 연료,97.666,100만원 미만,근로자외가구,207481.0
2017,4,주택 수도 전기 및 연료,97.666,100~200만원 미만,근로자외가구,265745.0
2017,4,주택 수도 전기 및 연료,97.666,200~300만원 미만,근로자외가구,283913.0
2017,4,주택 수도 전기 및 연료,97.666,300~400만원 미만,근로자외가구,294295.0
2017,4,주택 수도 전기 및 연료,97.666,400~500만원 미만,근로자외가구,310348.0
2017,4,주택 수도 전기 및 연료,97.666,500~600만원 미만,근로자외가구,292966.0
2017,4,주택 수도 전기 및 연료,97.666,600만원이상 ~ 700미만,근로자외가구,340762.5
2018,4,주택 수도 전기 및 연료,98.354,전체,전체가구,285461.0
2018,4,주택 수도 전기 및 연료,98.354,100만원 미만,전체가구,230588.0
2018,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,전체가구,272116.0
2018,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,전체가구,295677.0
2018,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,전체가구,280249.0
2018,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,전체가구,288945.0
2018,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,전체가구,294371.0
2018,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,전체가구,327754.0
2018,4,주택 수도 전기 및 연료,98.354,전체,근로자가구,296259.0
2018,4,주택 수도 전기 및 연료,98.354,100만원 미만,근로자가구,262113.0
2018,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,근로자가구,290938.0
2018,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,근로자가구,302917.0
2018,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,근로자가구,287598.0
2018,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,근로자가구,284792.0
2018,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,근로자가구,286583.0
2018,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,근로자가구,317827.0
2018,4,주택 수도 전기 및 연료,98.354,전체,근로자외가구,271631.0
2018,4,주택 수도 전기 및 연료,98.354,100만원 미만,근로자외가구,220444.0
2018,4,주택 수도 전기 및 연료,98.354,100~200만원 미만,근로자외가구,254736.0
2018,4,주택 수도 전기 및 연료,98.354,200~300만원 미만,근로자외가구,284254.0
2018,4,주택 수도 전기 및 연료,98.354,300~400만원 미만,근로자외가구,267758.0
2018,4,주택 수도 전기 및 연료,98.354,400~500만원 미만,근로자외가구,297044.0
2018,4,주택 수도 전기 및 연료,98.354,500~600만원 미만,근로자외가구,310459.0
2018,4,주택 수도 전기 및 연료,98.354,600만원이상 ~ 700미만,근로자외가구,350158.5
2019,4,주택 수도 전기 및 연료,99.488,전체,전체가구,276589.0
2019,4,주택 수도 전기 및 연료,99.488,100만원 미만,전체가구,176810.0
2019,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,전체가구,237414.0
2019,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,전체가구,277345.0
2019,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,전체가구,289611.0
2019,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,전체가구,287585.0
2019,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,전체가구,285895.0
2019,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,전체가구,320914.0
2019,4,주택 수도 전기 및 연료,99.488,전체,근로자가구,284863.0
2019,4,주택 수도 전기 및 연료,99.488,100만원 미만,근로자가구,154980.0
2019,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,근로자가구,244348.0
2019,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,근로자가구,264445.0
2019,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,근로자가구,267823.0
2019,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,근로자가구,301470.0
2019,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,근로자가구,263136.0
2019,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,근로자가구,325160.5
2019,4,주택 수도 전기 및 연료,99.488,전체,근로자외가구,264525.0
2019,4,주택 수도 전기 및 연료,99.488,100만원 미만,근로자외가구,181033.0
2019,4,주택 수도 전기 및 연료,99.488,100~200만원 미만,근로자외가구,231985.0
2019,4,주택 수도 전기 및 연료,99.488,200~300만원 미만,근로자외가구,295114.0
2019,4,주택 수도 전기 및 연료,99.488,300~400만원 미만,근로자외가구,334384.0
2019,4,주택 수도 전기 및 연료,99.488,400~500만원 미만,근로자외가구,258610.0
2019,4,주택 수도 전기 및 연료,99.488,500~600만원 미만,근로자외가구,337958.0
2019,4,주택 수도 전기 및 연료,99.488,600만원이상 ~ 700미만,근로자외가구,306455.0
2020,4,주택 수도 전기 및 연료,100.0,전체,전체가구,285822.0
2020,4,주택 수도 전기 및 연료,100.0,100만원 미만,전체가구,178812.0
2020,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,전체가구,247707.0
2020,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,전체가구,275306.0
2020,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,전체가구,293251.0
2020,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,전체가구,282518.0
2020,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,전체가구,321307.0
2020,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,전체가구,328111.5
2020,4,주택 수도 전기 및 연료,100.0,전체,근로자가구,296434.0
2020,4,주택 수도 전기 및 연료,100.0,100만원 미만,근로자가구,171371.0
2020,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,근로자가구,242646.0
2020,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,근로자가구,277719.0
2020,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,근로자가구,280123.0
2020,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,근로자가구,279479.0
2020,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,근로자가구,320264.0
2020,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,근로자가구,327317.5
2020,4,주택 수도 전기 및 연료,100.0,전체,근로자외가구,271185.0
2020,4,주택 수도 전기 및 연료,100.0,100만원 미만,근로자외가구,179997.0
2020,4,주택 수도 전기 및 연료,100.0,100~200만원 미만,근로자외가구,250729.0
2020,4,주택 수도 전기 및 연료,100.0,200~300만원 미만,근로자외가구,271568.0
2020,4,주택 수도 전기 및 연료,100.0,300~400만원 미만,근로자외가구,315897.0
2020,4,주택 수도 전기 및 연료,100.0,400~500만원 미만,근로자외가구,288531.0
2020,4,주택 수도 전기 및 연료,100.0,500~600만원 미만,근로자외가구,323881.0
2020,4,주택 수도 전기 및 연료,100.0,600만원이상 ~ 700미만,근로자외가구,330648.0
2021,4,주택 수도 전기 및 연료,101.63,전체,전체가구,298238.0
2021,4,주택 수도 전기 및 연료,101.63,100만원 미만,전체가구,205311.0
2021,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,전체가구,238031.0
2021,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,전체가구,278579.0
2021,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,전체가구,297282.0
2021,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,전체가구,284202.0
2021,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,전체가구,319431.0
2021,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,전체가구,352620.0
2021,4,주택 수도 전기 및 연료,101.63,전체,근로자가구,307942.0
2021,4,주택 수도 전기 및 연료,101.63,100만원 미만,근로자가구,194384.0
2021,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,근로자가구,235027.0
2021,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,근로자가구,281140.0
2021,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,근로자가구,286121.0
2021,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,근로자가구,264486.0
2021,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,근로자가구,316413.0
2021,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,근로자가구,352946.5
2021,4,주택 수도 전기 및 연료,101.63,전체,근로자외가구,284301.0
2021,4,주택 수도 전기 및 연료,101.63,100만원 미만,근로자외가구,207158.0
2021,4,주택 수도 전기 및 연료,101.63,100~200만원 미만,근로자외가구,239818.0
2021,4,주택 수도 전기 및 연료,101.63,200~300만원 미만,근로자외가구,274904.0
2021,4,주택 수도 전기 및 연료,101.63,300~400만원 미만,근로자외가구,319043.0
2021,4,주택 수도 전기 및 연료,101.63,400~500만원 미만,근로자외가구,322877.0
2021,4,주택 수도 전기 및 연료,101.63,500~600만원 미만,근로자외가구,326140.0
2021,4,주택 수도 전기 및 연료,101.63,600만원이상 ~ 700미만,근로자외가구,351551.5
2012,6,보건,94.106,전체,전체가구,144144.0
2012,6,보건,94.106,100만원 미만,전체가구,86708.0
2012,6,보건,94.106,100~200만원 미만,전체가구,103494.0
2012,6,보건,94.106,200~300만원 미만,전체가구,123089.0
2012,6,보건,94.106,300~400만원 미만,전체가구,144252.0
2012,6,보건,94.106,400~500만원 미만,전체가구,165186.0
2012,6,보건,94.106,500~600만원 미만,전체가구,183860.0
2012,6,보건,94.106,600만원이상 ~ 700미만,전체가구,227385.0
2012,6,보건,94.106,전체,근로자가구,148730.0
2012,6,보건,94.106,100만원 미만,근로자가구,67405.0
2012,6,보건,94.106,100~200만원 미만,근로자가구,94213.0
2012,6,보건,94.106,200~300만원 미만,근로자가구,117664.0
2012,6,보건,94.106,300~400만원 미만,근로자가구,144638.0
2012,6,보건,94.106,400~500만원 미만,근로자가구,157129.0
2012,6,보건,94.106,500~600만원 미만,근로자가구,175822.0
2012,6,보건,94.106,600만원이상 ~ 700미만,근로자가구,227901.0
2012,6,보건,94.106,전체,근로자외가구,137672.0
2012,6,보건,94.106,100만원 미만,근로자외가구,91609.0
2012,6,보건,94.106,100~200만원 미만,근로자외가구,113596.0
2012,6,보건,94.106,200~300만원 미만,근로자외가구,132345.0
2012,6,보건,94.106,300~400만원 미만,근로자외가구,143556.0
2012,6,보건,94.106,400~500만원 미만,근로자외가구,181171.0
2012,6,보건,94.106,500~600만원 미만,근로자외가구,206804.0
2012,6,보건,94.106,600만원이상 ~ 700미만,근로자외가구,225979.0
2013,6,보건,94.443,전체,전체가구,147681.0
2013,6,보건,94.443,100만원 미만,전체가구,97569.0
2013,6,보건,94.443,100~200만원 미만,전체가구,107236.0
2013,6,보건,94.443,200~300만원 미만,전체가구,118516.0
2013,6,보건,94.443,300~400만원 미만,전체가구,139027.0
2013,6,보건,94.443,400~500만원 미만,전체가구,180853.0
2013,6,보건,94.443,500~600만원 미만,전체가구,168778.0
2013,6,보건,94.443,600만원이상 ~ 700미만,전체가구,233863.0
2013,6,보건,94.443,전체,근로자가구,149122.0
2013,6,보건,94.443,100만원 미만,근로자가구,96786.0
2013,6,보건,94.443,100~200만원 미만,근로자가구,92831.0
2013,6,보건,94.443,200~300만원 미만,근로자가구,110338.0
2013,6,보건,94.443,300~400만원 미만,근로자가구,132642.0
2013,6,보건,94.443,400~500만원 미만,근로자가구,164019.0
2013,6,보건,94.443,500~600만원 미만,근로자가구,162328.0
2013,6,보건,94.443,600만원이상 ~ 700미만,근로자가구,230520.0
2013,6,보건,94.443,전체,근로자외가구,145643.0
2013,6,보건,94.443,100만원 미만,근로자외가구,97745.0
2013,6,보건,94.443,100~200만원 미만,근로자외가구,121594.0
2013,6,보건,94.443,200~300만원 미만,근로자외가구,132249.0
2013,6,보건,94.443,300~400만원 미만,근로자외가구,150188.0
2013,6,보건,94.443,400~500만원 미만,근로자외가구,216116.0
2013,6,보건,94.443,500~600만원 미만,근로자외가구,187108.0
2013,6,보건,94.443,600만원이상 ~ 700미만,근로자외가구,244163.0
2014,6,보건,95.108,전체,전체가구,150261.0
2014,6,보건,95.108,100만원 미만,전체가구,88091.0
2014,6,보건,95.108,100~200만원 미만,전체가구,103341.0
2014,6,보건,95.108,200~300만원 미만,전체가구,126614.0
2014,6,보건,95.108,300~400만원 미만,전체가구,153584.0
2014,6,보건,95.108,400~500만원 미만,전체가구,168869.0
2014,6,보건,95.108,500~600만원 미만,전체가구,190736.0
2014,6,보건,95.108,600만원이상 ~ 700미만,전체가구,228869.0
2014,6,보건,95.108,전체,근로자가구,158224.0
2014,6,보건,95.108,100만원 미만,근로자가구,70857.0
2014,6,보건,95.108,100~200만원 미만,근로자가구,96049.0
2014,6,보건,95.108,200~300만원 미만,근로자가구,115185.0
2014,6,보건,95.108,300~400만원 미만,근로자가구,158072.0
2014,6,보건,95.108,400~500만원 미만,근로자가구,162650.0
2014,6,보건,95.108,500~600만원 미만,근로자가구,193845.0
2014,6,보건,95.108,600만원이상 ~ 700미만,근로자가구,227673.0
2014,6,보건,95.108,전체,근로자외가구,138986.0
2014,6,보건,95.108,100만원 미만,근로자외가구,92044.0
2014,6,보건,95.108,100~200만원 미만,근로자외가구,110302.0
2014,6,보건,95.108,200~300만원 미만,근로자외가구,146075.0
2014,6,보건,95.108,300~400만원 미만,근로자외가구,145846.0
2014,6,보건,95.108,400~500만원 미만,근로자외가구,182552.0
2014,6,보건,95.108,500~600만원 미만,근로자외가구,182164.0
2014,6,보건,95.108,600만원이상 ~ 700미만,근로자외가구,232559.0
2015,6,보건,96.298,전체,전체가구,154842.0
2015,6,보건,96.298,100만원 미만,전체가구,84543.0
2015,6,보건,96.298,100~200만원 미만,전체가구,112307.0
2015,6,보건,96.298,200~300만원 미만,전체가구,138225.0
2015,6,보건,96.298,300~400만원 미만,전체가구,146949.0
2015,6,보건,96.298,400~500만원 미만,전체가구,173831.0
2015,6,보건,96.298,500~600만원 미만,전체가구,213447.0
2015,6,보건,96.298,600만원이상 ~ 700미만,전체가구,226269.0
2015,6,보건,96.298,전체,근로자가구,159360.0
2015,6,보건,96.298,100만원 미만,근로자가구,72864.0
2015,6,보건,96.298,100~200만원 미만,근로자가구,99076.0
2015,6,보건,96.298,200~300만원 미만,근로자가구,129737.0
2015,6,보건,96.298,300~400만원 미만,근로자가구,143862.0
2015,6,보건,96.298,400~500만원 미만,근로자가구,164070.0
2015,6,보건,96.298,500~600만원 미만,근로자가구,209889.0
2015,6,보건,96.298,600만원이상 ~ 700미만,근로자가구,220780.0
2015,6,보건,96.298,전체,근로자외가구,148416.0
2015,6,보건,96.298,100만원 미만,근로자외가구,87478.0
2015,6,보건,96.298,100~200만원 미만,근로자외가구,124579.0
2015,6,보건,96.298,200~300만원 미만,근로자외가구,151254.0
2015,6,보건,96.298,300~400만원 미만,근로자외가구,152699.0
2015,6,보건,96.298,400~500만원 미만,근로자외가구,194948.0
2015,6,보건,96.298,500~600만원 미만,근로자외가구,222591.0
2015,6,보건,96.298,600만원이상 ~ 700미만,근로자외가구,243112.0
2016,6,보건,97.247,전체,전체가구,157129.0
2016,6,보건,97.247,100만원 미만,전체가구,94646.0
2016,6,보건,97.247,100~200만원 미만,전체가구,114459.0
2016,6,보건,97.247,200~300만원 미만,전체가구,133583.0
2016,6,보건,97.247,300~400만원 미만,전체가구,153994.0
2016,6,보건,97.247,400~500만원 미만,전체가구,178873.0
2016,6,보건,97.247,500~600만원 미만,전체가구,190027.0
2016,6,보건,97.247,600만원이상 ~ 700미만,전체가구,239415.0
2016,6,보건,97.247,전체,근로자가구,163323.0
2016,6,보건,97.247,100만원 미만,근로자가구,84243.0
2016,6,보건,97.247,100~200만원 미만,근로자가구,95014.0
2016,6,보건,97.247,200~300만원 미만,근로자가구,121822.0
2016,6,보건,97.247,300~400만원 미만,근로자가구,150357.0
2016,6,보건,97.247,400~500만원 미만,근로자가구,167508.0
2016,6,보건,97.247,500~600만원 미만,근로자가구,198920.0
2016,6,보건,97.247,600만원이상 ~ 700미만,근로자가구,237663.0
2016,6,보건,97.247,전체,근로자외가구,148706.0
2016,6,보건,97.247,100만원 미만,근로자외가구,96888.0
2016,6,보건,97.247,100~200만원 미만,근로자외가구,132419.0
2016,6,보건,97.247,200~300만원 미만,근로자외가구,150006.0
2016,6,보건,97.247,300~400만원 미만,근로자외가구,161093.0
2016,6,보건,97.247,400~500만원 미만,근로자외가구,202304.0
2016,6,보건,97.247,500~600만원 미만,근로자외가구,170771.0
2016,6,보건,97.247,600만원이상 ~ 700미만,근로자외가구,245548.0
2017,6,보건,98.109,전체,전체가구,181796.0
2017,6,보건,98.109,100만원 미만,전체가구,118341.0
2017,6,보건,98.109,100~200만원 미만,전체가구,156857.0
2017,6,보건,98.109,200~300만원 미만,전체가구,169321.0
2017,6,보건,98.109,300~400만원 미만,전체가구,161148.0
2017,6,보건,98.109,400~500만원 미만,전체가구,187595.0
2017,6,보건,98.109,500~600만원 미만,전체가구,220925.0
2017,6,보건,98.109,600만원이상 ~ 700미만,전체가구,261989.5
2017,6,보건,98.109,전체,근로자가구,178218.0
2017,6,보건,98.109,100만원 미만,근로자가구,84743.0
2017,6,보건,98.109,100~200만원 미만,근로자가구,130825.0
2017,6,보건,98.109,200~300만원 미만,근로자가구,145375.0
2017,6,보건,98.109,300~400만원 미만,근로자가구,143774.0
2017,6,보건,98.109,400~500만원 미만,근로자가구,182273.0
2017,6,보건,98.109,500~600만원 미만,근로자가구,209995.0
